2.9590352740917767e-15,2.004621407536433e-09
1.6072493336238836e-09,2.2050835482900765e-09
2.391533193701889e-09,2.40554568904372e-09
3.2095182067592987e-09,2.6060078297973633e-09
4.059462987981988e-09,2.8064699705510067e-09
4.940212239290531e-09,3.0069321113046497e-09
5.850727013978485e-09,3.207394252058293e-09
6.7900676192778064e-09,3.407856392811937e-09
7.757376074835065e-09,3.60831853356558e-09
8.751869451373295e-09,3.808780674319223e-09
9.77282610392649e-09,4.009242815072866e-09
1.0819576345966198e-08,4.20970495582651e-09
1.1891502893490724e-08,4.410167096580153e-09
1.2988028430527265e-08,4.610629237333796e-09
1.4108612944596644e-08,4.81109137808744e-09
1.525275372671331e-08,5.011553518841084e-09
1.641997648960114e-08,5.212015659594727e-09
1.760983181497977e-08,5.41247780034837e-09
1.882190225899194e-08,5.6129399411020134e-09
2.0055784588635106e-08,5.813402081855657e-09
2.1311100439902475e-08,6.013864222609299e-09
2.2587492765069328e-08,6.214326363362943e-09
2.388461872726566e-08,6.414788504116586e-09
2.5202153253189863e-08,6.61525064487023e-09
2.65397837040382e-08,6.815712785623874e-09
2.7897215204575332e-08,7.016174926377516e-09
2.9274161761350115e-08,7.21663706713116e-09
3.067034981540928e-08,7.417099207884803e-09
3.208552357136796e-08,7.617561348638447e-09
3.351942368112759e-08,7.81802348939209e-09
3.497181566558538e-08,8.018485630145733e-09
3.644246859835221e-08,8.218947770899376e-09
3.7931151553038944e-08,8.41940991165302e-09
3.9437654919538545e-08,8.619872052406664e-09
4.096176553503028e-08,8.820334193160306e-09
4.250328800026182e-08,9.02079633391395e-09
4.4062023363267144e-08,9.221258474667592e-09
4.563778688293496e-08,9.421720615421236e-09
4.723039737086765e-08,9.62218275617488e-09
4.883967719138127e-08,9.822644896928524e-09
5.046545581421924e-08,1.0023107037682167e-08
5.2107566261838656e-08,1.022356917843581e-08
5.376585221483765e-08,1.0424031319189453e-08
5.5440150248387e-08,1.0624493459943097e-08
5.713031114851219e-08,1.082495560069674e-08
5.8836192806666077e-08,1.1025417741450383e-08
6.055764600887414e-08,1.1225879882204027e-08
6.229453930473028e-08,1.1426342022957669e-08
6.404672348025997e-08,1.1626804163711314e-08
6.581407774319814e-08,1.1827266304464957e-08
6.759647419585235e-08,1.2027728445218599e-08
6.939377072967545e-08,1.2228190585972244e-08
7.120586076325708e-08,1.2428652726725886e-08
7.303262350433215e-08,1.262911486747953e-08
7.487393816063559e-08,1.2829577008233172e-08
7.672969104532967e-08,1.3030039148986816e-08
7.859977557700404e-08,1.323050128974046e-08
8.04840709633936e-08,1.3430963430494102e-08
8.238248483394273e-08,1.3631425571247748e-08
8.429490350181368e-08,1.383188771200139e-08
8.622122749102346e-08,1.4032349852755032e-08
8.816135732558905e-08,1.4232811993508677e-08
9.011519352952746e-08,1.443327413426232e-08
9.208265083771039e-08,1.4633736275015963e-08
9.406362266872748e-08,1.4834198415769606e-08
9.605803086287779e-08,1.5034660556523248e-08
9.806577594417831e-08,1.5235122697276893e-08
1.0008676554207341e-07,1.5435584838030535e-08
1.021209286022895e-07,1.563604697878418e-08
1.0416816564884357e-07,1.5836509119537823e-08
1.062283985220347e-07,1.6036971260291465e-08
1.0830154906216194e-07,1.623743340104511e-08
1.1038753200409701e-07,1.6437895541798753e-08
1.1248626918813898e-07,1.6638357682552398e-08
1.145976824545869e-07,1.683881982330604e-08
1.1672171496002193e-07,1.7039281964059682e-08
1.188582743338884e-07,1.7239744104813328e-08
1.2100728952191275e-07,1.744020624556697e-08
1.231686894698214e-07,1.7640668386320612e-08
1.2534241022876813e-07,1.7841130527074254e-08
1.2752838074447936e-07,1.80415926678279e-08
1.297265015409721e-07,1.8242054808581542e-08
1.3193677261824632e-07,1.8442516949335184e-08
1.341590660786096e-07,1.864297909008883e-08
1.3639335350035253e-07,1.8843441230842472e-08
1.3863953540749208e-07,1.9043903371596117e-08
1.4089759758917353e-07,1.924436551234976e-08
1.4316742635855917e-07,1.94448276531034e-08
1.4544899329393957e-07,1.9645289793857047e-08
1.4774222734104114e-07,1.984575193461069e-08
1.5004705744559033e-07,2.0046214075364335e-08
1.1435160018891111e-07,2.205083548290077e-08
1.3914123542235757e-07,2.40554568904372e-08
1.6500717947565136e-07,2.6060078297973636e-08
1.9188479427612037e-07,2.8064699705510067e-08
2.1973653474560706e-07,3.00693211130465e-08
2.4852954538800986e-07,3.207394252058294e-08
2.782340970952646e-07,3.4078563928119365e-08
3.0882310397828405e-07,3.60831853356558e-08
3.402717538847355e-07,3.8087806743192235e-08
3.7255722418194637e-07,4.009242815072867e-08
4.056583975398098e-07,4.2097049558265104e-08
4.3955566297881887e-07,4.410167096580154e-08
4.742308306049381e-07,4.6106292373337974e-08
5.096667905490904e-07,4.81109137808744e-08
5.458477403408324e-07,5.0115535188410837e-08
5.827585596307472e-07,5.212015659594727e-08
6.203850944075384e-07,5.4124778003483706e-08
6.587140433111927e-07,5.6129399411020134e-08
6.977328439461417e-07,5.813402081855657e-08
7.374294455075869e-07,6.0138642226093e-08
7.777925361551752e-07,6.214326363362943e-08
8.18811258795904e-07,6.414788504116587e-08
8.604753247709596e-07,6.61525064487023e-08
9.02774900168879e-07,6.815712785623873e-08
9.457006058255502e-07,7.016174926377517e-08
9.89243517324212e-07,7.21663706713116e-08
1.033394823934941e-06,7.417099207884804e-08
1.078146510735678e-06,7.617561348638447e-08
1.1234905059609446e-06,7.81802348939209e-08
1.1694191925926134e-06,8.018485630145734e-08
1.2159251809862326e-06,8.218947770899377e-08
1.2630014225578634e-06,8.419409911653021e-08
1.3106412097840803e-06,8.619872052406665e-08
1.3588379488282953e-06,8.820334193160308e-08
1.4075850458539207e-06,9.02079633391395e-08
1.4568767028322327e-06,9.221258474667595e-08
1.5067067806739942e-06,9.421720615421238e-08
1.5570694813504815e-06,9.62218275617488e-08
1.607959347893484e-06,9.822644896928525e-08
1.6593709233347909e-06,1.0023107037682167e-07
1.711298978079867e-06,1.0223569178435811e-07
1.7637385099078529e-06,1.0424031319189454e-07
1.8166844029110507e-06,1.0624493459943097e-07
1.8701321096159518e-06,1.0824955600696741e-07
1.9240769688622095e-06,1.1025417741450384e-07
1.9785140921158018e-06,1.1225879882204027e-07
2.0334393866505707e-06,1.1426342022957671e-07
2.0888483049930073e-06,1.1626804163711314e-07
2.1447369817906292e-06,1.1827266304464958e-07
2.201101096943603e-06,1.20277284452186e-07
2.257936785099446e-06,1.2228190585972244e-07
2.3152401809056755e-06,1.2428652726725886e-07
2.3730074190098094e-06,1.2629114867479532e-07
2.4312348614330404e-06,1.2829577008233175e-07
2.4899188701965613e-06,1.3030039148986818e-07
2.5490560346952407e-06,1.323050128974046e-07
2.6086429443239467e-06,1.3430963430494103e-07
2.6686759611038724e-06,1.3631425571247746e-07
2.729151674429886e-06,1.3831887712001391e-07
2.7900675831915578e-06,1.4032349852755034e-07
2.851419822036405e-06,1.4232811993508677e-07
2.913205889853998e-06,1.443327413426232e-07
2.9754221486655297e-06,1.4633736275015963e-07
3.03806609736057e-06,1.4834198415769608e-07
3.101134552707663e-06,1.503466055652325e-07
3.1646250135963783e-06,1.5235122697276894e-07
3.22853429679526e-06,1.5435584838030537e-07
3.2928599011938786e-06,1.563604697878418e-07
3.3575993256818037e-06,1.5836509119537825e-07
3.422749614401255e-06,1.6036971260291468e-07
3.488308266241802e-06,1.623743340104511e-07
3.554272780093015e-06,1.6437895541798753e-07
3.62064088221814e-06,1.6638357682552396e-07
3.6874098441330716e-06,1.6838819823306042e-07
3.754577392101055e-06,1.7039281964059684e-07
3.8221410250116605e-06,1.723974410481333e-07
3.890098923875485e-06,1.7440206245566973e-07
3.958448360208422e-06,1.7640668386320616e-07
4.027187515021069e-06,1.7841130527074258e-07
4.09631365982932e-06,1.80415926678279e-07
4.165824520896422e-06,1.8242054808581544e-07
4.23571873398032e-06,1.844251694933519e-07
4.305993570596911e-06,1.8642979090088832e-07
4.376648121251492e-06,1.8843441230842475e-07
4.447679202712607e-06,1.9043903371596118e-07
4.519084541243501e-06,1.924436551234976e-07
4.590863682096824e-06,1.9444827653103406e-07
4.663012987293769e-06,1.964528979385705e-07
4.735531092592282e-06,1.9845751934610692e-07
4.808416633750312e-06,2.0046214075364335e-07
3.679627070596325e-06,2.2050835482900768e-07
4.463544428290334e-06,2.4055456890437207e-07
5.281497124087764e-06,2.606007829797364e-07
6.131441750767408e-06,2.8064699705510074e-07
7.01219050824875e-06,3.00693211130465e-07
7.922705663077068e-06,3.2073942520582935e-07
8.862045433488674e-06,3.407856392811937e-07
9.829354894463904e-06,3.60831853356558e-07
1.0823848242580425e-05,3.8087806743192236e-07
1.1844803339045029e-05,4.009242815072867e-07
1.2891554433736019e-05,4.2097049558265103e-07
1.3963480341772083e-05,4.4101670965801536e-07
1.5060005353007e-05,4.610629237333797e-07
1.6180589227587916e-05,4.811091378087441e-07
1.7324731743428856e-05,5.011553518841084e-07
1.8491953596821986e-05,5.212015659594728e-07
1.968181095435284e-05,5.412477800348371e-07
2.089387817250099e-05,5.612939941102015e-07
2.2127760530565865e-05,5.813402081855658e-07
2.3383077859762125e-05,6.0138642226093e-07
2.465947181917727e-05,6.214326363362944e-07
2.595659861981403e-05,6.414788504116587e-07
2.727413084357977e-05,6.615250644870231e-07
2.861176290025469e-05,6.815712785623874e-07
2.9969192837597802e-05,7.016174926377518e-07
3.134613871225156e-05,7.21663706713116e-07
3.274232949479483e-05,7.417099207884804e-07
3.41574996127747e-05,7.617561348638447e-07
3.5591401683632284e-05,7.818023489392091e-07
3.704379196278751e-05,8.018485630145734e-07
3.8514444895554334e-05,8.218947770899378e-07
4.0003127651289105e-05,8.419409911653021e-07
4.150962922722101e-05,8.619872052406664e-07
4.303374225855805e-05,8.820334193160307e-07
4.457526301848702e-05,9.020796333913951e-07
4.613400233210996e-05,9.221258474667594e-07
4.770976374857128e-05,9.421720615421237e-07
4.9302376282867044e-05,9.622182756174883e-07
5.09116543980781e-05,9.822644896928526e-07
5.2537430747179314e-05,1.0023107037682168e-06
5.417954162112437e-05,1.0223569178435811e-06
5.583782694884576e-05,1.0424031319189456e-06
5.7512126659275964e-05,1.06244934599431e-06
5.920228795730509e-05,1.0824955600696742e-06
6.0908172599738464e-05,1.1025417741450385e-06
6.262962415348738e-05,1.122587988220403e-06
6.436651892727241e-05,1.1426342022957672e-06
6.611870776396245e-05,1.1626804163711315e-06
6.788606697227806e-05,1.1827266304464958e-06
6.966845830902457e-05,1.20277284452186e-06
7.146575808292255e-05,1.2228190585972246e-06
7.327784987865016e-05,1.2428652726725889e-06
7.510461728088558e-05,1.2629114867479531e-06
7.694592204643413e-05,1.2829577008233174e-06
7.880168413976207e-05,1.303003914898682e-06
8.067175804171711e-05,1.3230501289740462e-06
8.255605644080788e-05,1.3430963430494105e-06
8.445447019767016e-05,1.3631425571247748e-06
8.636689017293975e-05,1.3831887712001392e-06
8.829321450321004e-05,1.4032349852755035e-06
9.023334860103205e-05,1.4232811993508678e-06
9.218718332704157e-05,1.443327413426232e-06
9.415463864570484e-05,1.4633736275015966e-06
9.613561269361526e-05,1.4834198415769609e-06
9.813001088332385e-05,1.5034660556523252e-06
0.00010013775317929685,1.5235122697276894e-06
0.00010215874499408528,1.5435584838030537e-06
0.00010419289901619777,1.5636046978784182e-06
0.00010624014248605818,1.5836509119537825e-06
0.00010830036626430228,1.6036971260291468e-06
0.00011037351214326918,1.623743340104511e-06
0.00011245950008742511,1.6437895541798755e-06
0.0001145582355093211,1.6638357682552398e-06
0.0001166696529253386,1.6838819823306041e-06
0.00011879367957590148,1.7039281964059684e-06
0.00012093022814951837,1.7239744104813329e-06
